loop time, gbuffer time, shadow time, direct time ,hiz time, ssr time
1348, 510, 35, 8, 0, 0
1352, 507, 35, 8, 0, 0
1654, 505, 35, 9, 0, 0
1355, 504, 35, 9, 0, 0
1347, 505, 35, 8, 0, 0
1352, 509, 35, 8, 0, 0
1348, 508, 35, 9, 0, 0
1356, 505, 35, 8, 0, 0
1352, 501, 35, 12, 0, 0
17213, 504, 35, 8, 0, 0
1342, 509, 35, 8, 0, 0
1764, 506, 34, 8, 0, 0
1526, 505, 35, 8, 0, 0
1356, 504, 35, 8, 0, 0
1345, 506, 35, 8, 0, 0
1354, 505, 35, 8, 0, 0
1350, 507, 35, 8, 0, 0
1352, 508, 37, 9, 0, 0
1352, 507, 35, 8, 0, 0
1352, 508, 34, 8, 0, 0
1344, 510, 35, 8, 0, 0
1355, 508, 35, 8, 0, 0
1540, 507, 35, 9, 0, 0
1573, 511, 35, 9, 0, 0
1519, 507, 35, 9, 0, 0
1352, 505, 35, 8, 0, 0
1344, 507, 34, 8, 0, 0
1362, 509, 35, 9, 0, 0
1350, 506, 35, 9, 0, 0
1339, 509, 35, 8, 0, 0
1351, 505, 35, 8, 0, 0
1351, 507, 35, 9, 0, 0
1344, 516, 35, 9, 0, 0
1352, 512, 35, 9, 0, 0
1540, 512, 35, 9, 0, 0
1566, 509, 35, 9, 0, 0
1524, 508, 35, 8, 0, 0
1350, 512, 36, 9, 0, 0
1353, 510, 35, 9, 0, 0
1356, 509, 35, 9, 0, 0
1353, 511, 35, 9, 0, 0
1353, 507, 48, 8, 0, 0
1352, 490, 34, 8, 0, 0
1355, 525, 33, 8, 0, 0
1344, 491, 34, 8, 0, 0
1357, 490, 33, 8, 0, 0
1538, 494, 33, 8, 0, 0
1577, 491, 33, 8, 0, 0
1524, 487, 34, 8, 0, 0
1355, 487, 34, 8, 0, 0
1354, 489, 34, 8, 0, 0
1350, 491, 33, 8, 0, 0
1336, 491, 34, 8, 0, 0
1351, 492, 34, 8, 0, 0
1359, 491, 34, 8, 0, 0
1339, 490, 34, 8, 0, 0
1351, 494, 34, 8, 0, 0
1355, 522, 34, 8, 0, 0
1533, 490, 34, 8, 0, 0
1583, 489, 34, 8, 0, 0
1532, 525, 34, 8, 0, 0
1346, 490, 34, 8, 0, 0
1353, 489, 33, 8, 0, 0
1345, 489, 33, 8, 0, 0
1356, 489, 33, 8, 0, 0
1346, 492, 33, 8, 0, 0
1346, 493, 33, 8, 0, 0
1353, 487, 34, 8, 0, 0
1356, 486, 33, 8, 0, 0
1349, 490, 33, 8, 0, 0
1540, 489, 33, 8, 0, 0
1618, 515, 34, 8, 0, 0
1535, 489, 33, 8, 0, 0
1319, 487, 34, 8, 0, 0
1350, 487, 33, 8, 0, 0
1344, 489, 34, 8, 0, 0
1347, 487, 34, 8, 0, 0
1353, 486, 60, 8, 0, 0
1356, 489, 33, 8, 0, 0
1356, 485, 34, 8, 0, 0
1344, 561, 34, 8, 0, 0
1344, 491, 34, 8, 0, 0
1532, 488, 33, 8, 0, 0
1776, 587, 34, 8, 0, 0
1352, 486, 34, 8, 0, 0
1355, 489, 34, 8, 0, 0
1335, 489, 34, 8, 0, 0
1340, 488, 34, 8, 0, 0
1358, 488, 34, 8, 0, 0
1336, 489, 34, 8, 0, 0
1347, 489, 34, 8, 0, 0
1349, 487, 33, 8, 0, 0
1338, 489, 34, 8, 0, 0
1351, 487, 33, 8, 0, 0
1543, 546, 33, 8, 0, 0
1728, 487, 34, 8, 0, 0
1350, 486, 33, 8, 0, 0
1346, 488, 34, 8, 0, 0
1351, 485, 34, 8, 0, 0
1351, 488, 33, 8, 0, 0
1349, 523, 34, 8, 0, 0
1345, 491, 33, 8, 0, 0
1356, 486, 34, 8, 0, 0
1344, 488, 34, 8, 0, 0
1344, 490, 33, 8, 0, 0
1351, 489, 33, 8, 0, 0
1781, 616, 33, 8, 0, 0
1521, 486, 34, 8, 0, 0
1347, 489, 33, 8, 0, 0
1376, 561, 34, 8, 0, 0
1343, 486, 33, 8, 0, 0
1346, 487, 33, 8, 0, 0
1341, 488, 34, 8, 0, 0
1353, 486, 33, 8, 0, 0
1343, 488, 33, 8, 0, 0
1337, 487, 33, 8, 0, 0
1343, 492, 34, 8, 0, 0
1354, 487, 33, 8, 0, 0
1687, 519, 33, 8, 0, 0
1524, 488, 33, 8, 0, 0
1331, 574, 34, 8, 0, 0
1338, 487, 33, 8, 0, 0
1353, 487, 34, 8, 0, 0
1362, 489, 34, 8, 0, 0
1347, 487, 33, 8, 0, 0
1352, 487, 34, 8, 0, 0
1349, 520, 34, 8, 0, 0
1350, 485, 33, 8, 0, 0
1349, 484, 33, 8, 0, 0
1351, 523, 34, 8, 0, 0
1658, 483, 33, 8, 0, 0
1527, 485, 34, 8, 0, 0
1345, 491, 34, 8, 0, 0
1341, 487, 34, 8, 0, 0
1351, 487, 34, 8, 0, 0
1332, 491, 34, 8, 0, 0
1354, 487, 34, 8, 0, 0
1365, 485, 33, 8, 0, 0
1340, 486, 34, 8, 0, 0
1354, 487, 34, 8, 0, 0
1347, 485, 33, 8, 0, 0
1551, 485, 33, 8, 0, 0
1554, 514, 33, 8, 0, 0
1512, 571, 34, 8, 0, 0
1346, 488, 34, 8, 0, 0
1352, 483, 34, 8, 0, 0
1363, 521, 34, 8, 0, 0
1347, 487, 33, 8, 0, 0
1348, 488, 34, 8, 0, 0
1395, 602, 34, 8, 0, 0
1349, 486, 34, 8, 0, 0
1342, 487, 33, 8, 0, 0
1363, 486, 34, 8, 0, 0
1339, 485, 33, 8, 0, 0
1649, 487, 33, 8, 0, 0
1513, 486, 34, 8, 0, 0
1351, 486, 33, 8, 0, 0
1381, 551, 33, 8, 0, 0
1353, 490, 33, 8, 0, 0
1350, 484, 33, 8, 0, 0
1357, 486, 33, 8, 0, 0
1347, 488, 33, 8, 0, 0
1343, 491, 33, 8, 0, 0
1339, 487, 33, 11, 0, 0
1347, 487, 34, 8, 0, 0
1347, 488, 33, 8, 0, 0
1693, 490, 37, 8, 0, 0
1519, 489, 33, 8, 0, 0
1368, 488, 33, 8, 0, 0
1334, 486, 34, 8, 0, 0
1340, 486, 34, 8, 0, 0
1355, 487, 33, 8, 0, 0
1352, 486, 33, 8, 0, 0
1342, 544, 33, 8, 0, 0
1361, 489, 34, 8, 0, 0
1352, 488, 33, 8, 0, 0
