loop time, gbuffer time, shadow time, direct time ,hiz time, ssr time
1875, 489, 34, 8, 79, 6
1853, 488, 34, 12, 79, 6
1862, 488, 34, 8, 79, 6
1846, 492, 33, 8, 78, 6
1879, 491, 34, 8, 79, 6
2041, 485, 34, 8, 78, 6
1877, 486, 34, 8, 78, 6
2186, 487, 34, 8, 79, 6
1882, 487, 34, 8, 78, 6
1846, 488, 34, 8, 79, 6
1873, 489, 34, 8, 78, 6
1844, 494, 34, 8, 78, 6
1869, 554, 34, 8, 79, 6
2062, 488, 34, 8, 79, 6
1876, 487, 34, 8, 79, 6
2149, 487, 34, 8, 79, 6
2076, 488, 34, 8, 79, 6
1852, 487, 34, 8, 79, 6
1871, 486, 34, 8, 79, 6
1851, 487, 34, 8, 78, 6
1865, 489, 34, 8, 78, 6
1867, 485, 34, 8, 78, 6
2003, 522, 34, 8, 79, 6
1856, 489, 33, 8, 78, 6
2285, 562, 34, 8, 78, 6
1850, 493, 33, 8, 78, 6
1883, 489, 34, 8, 79, 6
1850, 487, 34, 8, 78, 6
1874, 490, 34, 8, 78, 6
1865, 491, 34, 8, 79, 6
1875, 498, 34, 8, 78, 6
2087, 523, 33, 8, 78, 6
2082, 485, 33, 8, 78, 6
2069, 487, 34, 8, 78, 6
1875, 489, 34, 8, 103, 6
1854, 491, 34, 8, 79, 6
1870, 487, 33, 8, 79, 6
1850, 487, 34, 8, 78, 6
1882, 485, 34, 8, 78, 6
2096, 486, 33, 8, 78, 6
1899, 486, 33, 8, 78, 6
2213, 534, 33, 8, 79, 6
1868, 487, 33, 8, 78, 6
1845, 486, 33, 8, 78, 6
1866, 488, 34, 8, 79, 6
1851, 489, 34, 8, 78, 6
1857, 495, 34, 8, 79, 6
1865, 592, 34, 8, 79, 6
2076, 491, 34, 8, 79, 6
1871, 494, 34, 8, 79, 6
2196, 497, 34, 8, 79, 6
1848, 493, 34, 8, 79, 6
1858, 491, 34, 8, 79, 6
1840, 495, 34, 8, 78, 6
1871, 489, 34, 8, 78, 6
1843, 490, 34, 8, 79, 6
2083, 492, 35, 8, 80, 6
1865, 595, 35, 8, 79, 6
2078, 490, 34, 8, 79, 6
2068, 529, 34, 8, 79, 6
1867, 493, 34, 8, 79, 6
1852, 491, 64, 23, 93, 6
1871, 491, 34, 8, 79, 6
1851, 490, 34, 8, 78, 6
1865, 491, 34, 8, 79, 6
2075, 489, 34, 8, 79, 6
1884, 491, 34, 8, 79, 6
2292, 553, 34, 8, 79, 6
1876, 490, 34, 8, 79, 6
1856, 486, 34, 8, 79, 6
1879, 490, 34, 8, 78, 6
1852, 490, 34, 8, 78, 6
1861, 525, 35, 8, 79, 6
1864, 489, 34, 8, 79, 6
2067, 489, 34, 9, 80, 6
2079, 488, 34, 8, 79, 6
2104, 490, 34, 8, 79, 6
1861, 491, 34, 8, 79, 6
1867, 490, 34, 8, 79, 6
1856, 488, 34, 8, 78, 6
1874, 488, 34, 8, 79, 6
1854, 489, 34, 8, 78, 6
2098, 538, 34, 8, 79, 6
1853, 490, 34, 8, 78, 6
2303, 554, 34, 8, 79, 6
1854, 488, 34, 8, 78, 6
1889, 488, 34, 8, 79, 6
1862, 489, 33, 8, 78, 6
1877, 561, 34, 8, 79, 6
1850, 488, 34, 8, 78, 6
1870, 490, 34, 8, 79, 6
2054, 489, 34, 8, 78, 6
2078, 488, 37, 8, 79, 6
2081, 517, 34, 8, 78, 6
1866, 527, 34, 8, 79, 6
1856, 488, 34, 8, 78, 6
1870, 489, 34, 8, 78, 6
1851, 489, 34, 8, 79, 6
1876, 490, 34, 9, 79, 6
2059, 491, 34, 9, 79, 6
1871, 489, 34, 8, 79, 6
2057, 490, 34, 8, 79, 6
2089, 490, 34, 8, 78, 6
1854, 489, 34, 8, 79, 6
1869, 488, 34, 8, 78, 6
1849, 491, 34, 8, 79, 6
1866, 493, 34, 8, 79, 6
1854, 490, 34, 8, 79, 6
2079, 493, 34, 8, 79, 6
1876, 491, 34, 8, 79, 6
2235, 548, 34, 8, 78, 6
1846, 490, 34, 8, 79, 6
1871, 486, 34, 8, 79, 6
1846, 489, 34, 8, 79, 6
1879, 490, 34, 8, 78, 6
1849, 487, 34, 8, 79, 6
1880, 490, 34, 8, 78, 6
2031, 525, 34, 8, 79, 6
1898, 490, 34, 8, 78, 6
2190, 552, 34, 8, 78, 6
1886, 490, 34, 8, 79, 6
1842, 529, 34, 8, 79, 6
1866, 531, 34, 9, 80, 6
1848, 532, 56, 9, 93, 6
1893, 599, 35, 9, 82, 6
2058, 532, 35, 9, 80, 6
1871, 491, 34, 8, 79, 6
2152, 488, 34, 8, 79, 6
2083, 521, 34, 8, 78, 6
1850, 550, 34, 8, 115, 6
1879, 488, 34, 8, 78, 6
1866, 488, 34, 8, 78, 6
1884, 489, 33, 8, 79, 6
1852, 488, 34, 8, 78, 6
2077, 591, 34, 8, 78, 6
1858, 492, 34, 8, 78, 6
2277, 537, 34, 8, 78, 6
1858, 522, 34, 8, 79, 6
1869, 496, 34, 8, 78, 6
1843, 491, 34, 8, 79, 6
1877, 491, 34, 8, 78, 6
1854, 489, 34, 8, 78, 6
1873, 496, 34, 8, 79, 6
2044, 488, 34, 8, 79, 6
1900, 522, 34, 8, 78, 6
2164, 491, 34, 8, 79, 6
1871, 491, 34, 8, 79, 6
1858, 489, 34, 8, 78, 6
1896, 548, 34, 8, 78, 6
1851, 491, 33, 8, 85, 6
1860, 531, 34, 8, 79, 6
2066, 491, 34, 8, 79, 6
1879, 494, 34, 8, 79, 6
2357, 551, 34, 8, 80, 6
1867, 538, 34, 8, 79, 6
1845, 494, 34, 8, 79, 6
1869, 490, 34, 8, 79, 6
1851, 489, 34, 8, 78, 6
1870, 488, 34, 8, 78, 6
1847, 489, 34, 8, 78, 6
2074, 489, 34, 8, 78, 6
1865, 489, 34, 8, 79, 6
2203, 490, 34, 8, 78, 6
1857, 489, 34, 8, 79, 6
1874, 494, 34, 8, 79, 6
1852, 489, 34, 32, 92, 6
1863, 492, 34, 8, 78, 6
1850, 487, 34, 8, 78, 6
2069, 489, 34, 8, 79, 6
1921, 574, 34, 8, 79, 6
2178, 488, 34, 8, 78, 6
2059, 529, 34, 8, 79, 6
1876, 489, 34, 9, 79, 6
1849, 490, 34, 8, 78, 6
1873, 490, 34, 8, 79, 6
1856, 495, 34, 8, 79, 6
1916, 489, 34, 8, 79, 6
2062, 549, 34, 8, 79, 6
1893, 490, 34, 8, 79, 6
2293, 558, 34, 8, 79, 6
1877, 487, 34, 8, 78, 6
1856, 490, 34, 8, 78, 6
1873, 489, 34, 8, 78, 6
1900, 556, 34, 8, 79, 6
1866, 490, 34, 8, 78, 6
2057, 492, 34, 8, 79, 6
1885, 489, 34, 8, 123, 6
2078, 498, 35, 8, 78, 6
2114, 489, 33, 8, 79, 6
1847, 524, 34, 8, 79, 6
1873, 489, 34, 8, 79, 6
1849, 497, 34, 8, 79, 6
1882, 486, 34, 8, 79, 6
1840, 487, 34, 8, 78, 6
2088, 489, 34, 8, 78, 6
1851, 489, 34, 8, 79, 6
2297, 550, 34, 9, 79, 6
1851, 490, 34, 8, 82, 6
1863, 488, 34, 8, 78, 6
1865, 489, 34, 8, 79, 6
1871, 487, 34, 8, 79, 6
1845, 497, 35, 9, 80, 6
1868, 498, 34, 8, 79, 6
2062, 498, 34, 8, 79, 6
1897, 491, 34, 8, 79, 6
2195, 488, 34, 8, 79, 6
1869, 493, 34, 8, 79, 6
1848, 492, 34, 8, 79, 6
1866, 491, 34, 8, 79, 6
1854, 494, 34, 8, 78, 6
1867, 490, 34, 8, 79, 6
2058, 490, 34, 8, 78, 6
1875, 488, 34, 8, 79, 6
2078, 562, 34, 8, 109, 6
2094, 488, 34, 8, 79, 6
1842, 486, 34, 8, 79, 6
